Date,carat,cut,color,clarity,x,y,z,price,GemstoneNames
30/12/2018,0.4,Premium,red,VS2,4.76,4.73,2.93,1050,Topaz
30/12/2018,0.4,Very Good,Pink,VS1,4.68,4.73,2.96,737,Spinel
30/12/2018,0.95,Premium,yellow,SI1,6.47,6.42,3.74,4426,Spinel
30/12/2018,1.52,Very Good,Green,SI1,7.43,7.49,4.54,9642,Alexandrite
30/12/2018,0.3,Premium,purple,VS1,4.33,4.31,2.66,844,Sapphire
30/12/2018,1.01,Good,Green,VS1,6.34,6.3,4.03,5515,Spinel
30/12/2018,0.32,Very Good,Pink,VS1,4.4,4.38,2.77,648,Ruby
30/12/2018,0.62,Very Good,Green,SI1,5.55,5.59,3.35,1446,Spinel
30/12/2018,0.72,Ideal,blue,SI1,5.7,5.73,3.58,2907,Sapphire
30/12/2018,0.32,Very Good,yellow,SI2,4.32,4.35,2.73,421,Sapphire
30/12/2018,0.41,Ideal,purple,VVS2,4.78,4.8,2.93,1115,Sapphire
30/12/2018,0.25,Ideal,yellow,SI1,4.06,4.09,2.54,363,Alexandrite
30/12/2018,0.31,Premium,blue,SI1,4.4,4.35,2.63,698,Zircon
30/12/2018,0.3,Premium,blue,VS1,4.31,4.33,2.67,710,Alexandrite
30/12/2018,0.53,Ideal,blue,VVS1,5.23,5.25,3.22,3323,Ruby
30/12/2018,0.82,Premium,purple,SI2,6.14,6.12,3.66,2867,Sapphire
31/12/2018,1.91,Fair,Pink,VS1,8.1,7.91,4.78,12244,Sapphire
31/12/2018,1.16,Ideal,yellow,SI2,6.78,6.75,4.16,5301,Spinel
31/12/2018,1.08,Ideal,purple,SI1,6.52,6.49,4.08,5327,Zircon
31/12/2018,0.5,Ideal,purple,SI2,5.16,5.13,3.13,1203,Cat's Eye
31/12/2018,1.6,Ideal,purple,VS1,7.47,7.52,4.65,18780,Topaz
31/12/2018,1.16,Ideal,yellow,VVS2,6.75,6.71,4.17,8803,Cat's Eye
31/12/2018,0.37,Ideal,blue,VS2,4.64,4.67,2.84,762,Zircon
31/12/2018,0.73,Very Good,blue,SI2,5.88,5.95,3.51,2395,Topaz
31/12/2018,0.52,Premium,yellow,VS1,5.11,5.08,3.19,1815,Sapphire
31/12/2018,0.24,Very Good,blue,VVS1,3.96,4.0,2.51,485,Alexandrite
31/12/2018,1.01,Very Good,blue,SI1,6.37,6.41,4.01,5499,Sapphire
31/12/2018,0.31,Good,blue,SI1,4.26,4.29,2.71,507,Sapphire
31/12/2018,1.21,Very Good,Pink,VS1,6.9,6.97,4.12,5865,Zircon
31/12/2018,0.58,Ideal,red,VVS2,5.32,5.4,3.32,2617,Topaz
31/12/2018,0.34,Ideal,blue,VS2,4.47,4.5,2.78,758,Spinel
31/12/2018,1.0,Ideal,purple,VVS2,6.48,6.52,3.88,9014,Spinel
31/12/2018,1.21,Good,White,IF,6.81,6.87,4.25,6299,Zircon
31/12/2018,0.58,Good,yellow,VS1,5.44,5.48,3.22,1777,Zircon
31/12/2018,1.5,Good,blue,SI1,7.43,7.5,4.4,11179,Alexandrite
31/12/2018,0.42,Premium,blue,VS2,4.82,4.85,2.95,958,Sapphire
01/01/2019,0.57,Ideal,blue,VS2,5.31,5.29,3.28,1949,Ruby
01/01/2019,1.31,Premium,yellow,VS2,7.12,7.08,4.28,8979,Spinel
01/01/2019,1.0,Very Good,Green,SI1,6.3,6.37,3.92,4953,Spinel
01/01/2019,0.41,Ideal,yellow,VVS2,4.8,4.83,2.91,1007,Topaz
01/01/2019,1.01,Good,yellow,VS1,6.34,6.38,4.02,6499,Topaz
01/01/2019,0.9,Very Good,Green,SI1,6.3,6.35,3.71,3447,Ruby
01/01/2019,0.57,Very Good,blue,VS2,5.26,5.29,3.32,1851,Topaz
01/01/2019,0.4,Very Good,blue,VS2,4.68,4.72,2.84,791,Topaz
01/01/2019,0.42,Premium,purple,SI1,4.85,4.88,2.92,773,Zircon
01/01/2019,1.01,Premium,Pink,SI2,6.45,6.41,3.98,3054,Ruby
01/01/2019,1.01,Very Good,blue,SI1,6.3,6.37,4.03,6132,Zircon
01/01/2019,2.01,Very Good,yellow,SI2,8.01,8.05,5.08,15563,Spinel
01/01/2019,0.53,Ideal,Green,VS2,5.19,5.21,3.24,1353,Ruby
01/01/2019,0.93,Premium,blue,I1,6.23,6.2,3.87,2647,Zircon
01/01/2019,0.34,Premium,red,SI1,4.47,4.49,2.74,626,Cat's Eye
01/01/2019,0.9,Ideal,blue,SI2,6.15,6.06,3.82,3200,Topaz
01/01/2019,0.31,Premium,yellow,VS2,4.38,4.4,2.63,544,Sapphire
01/01/2019,0.51,Premium,yellow,VS2,5.17,5.12,3.15,1546,Zircon
01/01/2019,0.32,Ideal,blue,VS1,4.41,4.44,2.73,745,Alexandrite
01/01/2019,0.71,Ideal,purple,SI1,5.72,5.79,3.53,2699,Spinel
02/01/2019,1.6,Good,blue,SI1,7.38,7.44,4.71,12467,Ruby
02/01/2019,1.2,Ideal,Green,SI1,6.78,6.82,4.21,6578,Spinel
02/01/2019,0.54,Premium,purple,IF,5.26,5.21,3.24,2391,Sapphire
02/01/2019,1.22,Ideal,Green,VS2,6.85,6.88,4.21,8596,Topaz
02/01/2019,1.5,Very Good,Pink,SI1,7.38,7.33,4.43,7140,Topaz
02/01/2019,1.04,Ideal,red,VVS2,6.54,6.6,4.0,11511,Ruby
02/01/2019,1.82,Premium,Pink,VS1,7.8,7.83,4.8,13813,Ruby
02/01/2019,0.3,Very Good,yellow,VS2,4.27,4.23,2.68,630,Ruby
02/01/2019,0.41,Ideal,red,SI1,4.74,4.78,2.98,791,Spinel
02/01/2019,0.42,Ideal,Green,IF,4.81,4.79,2.97,1273,Spinel
02/01/2019,0.53,Ideal,yellow,SI1,5.21,5.18,3.24,1329,Topaz
02/01/2019,1.2,Very Good,Pink,SI1,6.75,6.84,4.16,5226,Alexandrite
02/01/2019,0.54,Ideal,yellow,VS1,5.25,5.28,3.23,1754,Alexandrite
02/01/2019,0.44,Good,red,VS2,4.97,4.89,2.99,1238,Spinel
02/01/2019,1.01,Ideal,purple,VS1,6.44,6.42,3.97,7056,Alexandrite
02/01/2019,1.01,Good,purple,SI1,6.32,6.29,4.02,4989,Cat's Eye
02/01/2019,0.33,Ideal,Green,VS2,4.48,4.51,2.73,551,Cat's Eye
02/01/2019,0.3,Very Good,red,VVS2,4.27,4.3,2.71,754,Topaz
02/01/2019,0.38,Ideal,blue,VVS2,4.67,4.69,2.89,1073,Topaz
02/01/2019,0.71,Premium,blue,SI2,5.73,5.67,3.52,2271,Topaz
03/01/2019,0.77,Premium,purple,VS1,5.82,5.77,3.6,3343,Topaz
03/01/2019,0.36,Ideal,yellow,IF,4.59,4.61,2.86,1029,Sapphire
03/01/2019,0.31,Ideal,red,VS2,4.31,4.36,2.71,734,Ruby
03/01/2019,2.01,Very Good,Green,SI2,8.09,7.99,5.1,12829,Alexandrite
03/01/2019,0.33,Premium,yellow,VVS1,4.42,4.46,2.73,810,Zircon
03/01/2019,2.0,Ideal,Pink,VS1,8.04,7.99,4.97,17889,Alexandrite
03/01/2019,0.34,Ideal,yellow,VS2,4.56,4.58,2.79,628,Topaz
03/01/2019,1.5,Good,red,SI2,7.26,7.35,4.46,7722,Topaz
03/01/2019,0.41,Very Good,red,VS1,4.73,4.75,2.98,1151,Zircon
03/01/2019,1.65,Very Good,Green,VS1,7.53,7.59,4.68,11823,Topaz
03/01/2019,0.81,Ideal,yellow,VS1,5.99,5.95,3.72,3544,Sapphire
03/01/2019,1.0,Ideal,yellow,VS2,6.42,6.37,3.97,6612,Ruby
03/01/2019,0.9,Premium,Pink,VVS2,6.32,6.28,3.67,3931,Ruby
03/01/2019,1.04,Very Good,yellow,VS2,6.48,6.42,4.09,6232,Spinel
03/01/2019,0.32,Good,Pink,VS1,4.38,4.4,2.77,505,Ruby
03/01/2019,0.83,Fair,Green,SI2,5.84,5.81,3.79,2133,Alexandrite
03/01/2019,0.54,Ideal,yellow,VS1,5.22,5.24,3.24,1745,Cat's Eye
03/01/2019,0.31,Good,purple,VS2,4.29,4.32,2.73,625,Alexandrite
03/01/2019,0.33,Premium,blue,VS1,4.49,4.45,2.72,1002,Sapphire
03/01/2019,0.43,Premium,red,VS2,4.88,4.92,2.95,1056,Topaz
04/01/2019,0.53,Ideal,red,VS2,5.2,5.24,3.22,1722,Alexandrite
04/01/2019,2.19,Premium,Green,SI2,8.38,8.28,5.14,17554,Ruby
04/01/2019,0.39,Very Good,blue,VS2,4.72,4.77,2.89,793,Topaz
04/01/2019,0.41,Premium,White,VS1,4.79,4.75,2.96,830,Ruby
04/01/2019,2.48,Very Good,Green,SI2,8.6,8.55,5.43,15746,Zircon
04/01/2019,1.25,Ideal,yellow,SI2,6.95,6.99,4.26,6371,Alexandrite
04/01/2019,0.31,Premium,Pink,VS2,4.37,4.34,2.65,558,Topaz
04/01/2019,0.61,Very Good,purple,SI2,5.38,5.45,3.4,1437,Cat's Eye
04/01/2019,1.73,Premium,purple,SI1,7.95,7.91,4.6,13365,Sapphire
04/01/2019,0.32,Premium,red,VVS2,4.37,4.41,2.7,926,Cat's Eye
04/01/2019,0.5,Very Good,Pink,VVS1,4.98,5.05,3.15,1448,Alexandrite
04/01/2019,1.25,Ideal,White,SI1,6.86,6.92,4.3,5252,Sapphire
04/01/2019,0.3,Ideal,red,VVS1,4.32,4.29,2.64,1069,Spinel
04/01/2019,0.41,Premium,purple,VS1,4.82,4.77,2.91,1076,Sapphire
04/01/2019,1.07,Premium,red,VS2,6.61,6.53,4.03,7751,Ruby
04/01/2019,0.5,Good,blue,VS2,5.12,5.18,3.08,1395,Topaz
04/01/2019,0.76,Fair,Green,I1,5.79,5.76,3.73,1140,Zircon
04/01/2019,1.0,Very Good,Pink,SI1,6.37,6.31,4.01,4088,Ruby
04/01/2019,1.61,Ideal,purple,VS2,7.49,7.56,4.67,15819,Zircon
04/01/2019,0.63,Ideal,purple,VVS2,5.53,5.55,3.39,3351,Topaz
05/01/2019,0.59,Premium,Pink,SI1,5.36,5.34,3.36,1217,Spinel
05/01/2019,0.7,Ideal,red,SI1,5.73,5.76,3.56,2726,Zircon
05/01/2019,0.44,Good,red,SI1,4.97,5.0,2.93,777,Alexandrite
05/01/2019,0.31,Premium,yellow,VS1,4.38,4.34,2.71,802,Cat's Eye
05/01/2019,1.03,Fair,Pink,SI2,6.42,6.35,4.16,3530,Zircon
05/01/2019,1.13,Ideal,Pink,VS1,6.67,6.7,4.14,6980,Cat's Eye
05/01/2019,0.32,Ideal,Green,VS1,4.46,4.44,2.72,720,Spinel
05/01/2019,0.5,Ideal,blue,SI2,5.07,5.04,3.16,1240,Zircon
05/01/2019,0.6,Very Good,blue,SI2,5.32,5.28,3.35,1250,Alexandrite
05/01/2019,0.7,Premium,red,SI2,5.71,5.73,3.55,2299,Cat's Eye
05/01/2019,1.08,Ideal,blue,SI1,6.59,6.62,4.06,7672,Alexandrite
05/01/2019,0.7,Very Good,yellow,VS2,5.63,5.57,3.55,2338,Topaz
05/01/2019,0.7,Very Good,yellow,VVS2,5.78,5.82,3.44,2905,Cat's Eye
05/01/2019,0.9,Fair,yellow,I1,6.05,5.99,3.92,1939,Topaz
05/01/2019,0.31,Ideal,purple,VS1,4.35,4.32,2.69,872,Alexandrite
05/01/2019,1.52,Very Good,yellow,VS1,7.27,7.32,4.53,12968,Cat's Eye
05/01/2019,0.32,Very Good,yellow,VS1,4.39,4.42,2.7,645,Topaz
05/01/2019,0.34,Ideal,blue,VS2,4.53,4.48,2.81,956,Cat's Eye
05/01/2019,0.33,Premium,red,SI1,4.49,4.46,2.69,780,Alexandrite
05/01/2019,1.5,Fair,red,SI1,7.1,7.01,4.59,10374,Zircon
06/01/2019,1.57,Premium,purple,SI1,7.57,7.54,4.56,12112,Sapphire
06/01/2019,1.0,Good,Green,VS1,6.4,6.31,3.93,5219,Topaz
06/01/2019,0.43,Very Good,yellow,VVS2,4.84,4.88,2.99,976,Spinel
06/01/2019,0.3,Very Good,red,VS1,4.32,4.34,2.65,610,Spinel
06/01/2019,1.03,Good,red,SI2,6.66,6.63,3.8,3743,Spinel
06/01/2019,0.5,Very Good,purple,VS2,5.05,5.08,3.19,1436,Sapphire
06/01/2019,0.51,Good,blue,SI1,5.12,5.05,3.27,1624,Spinel
06/01/2019,1.51,Very Good,Green,VS2,7.38,7.41,4.5,11077,Spinel
06/01/2019,0.44,Ideal,yellow,SI1,4.85,4.82,3.03,990,Ruby
06/01/2019,0.42,Good,blue,VVS2,4.7,4.73,3.02,1269,Cat's Eye
06/01/2019,0.9,Very Good,White,VS2,6.12,6.1,3.88,3145,Zircon
06/01/2019,1.28,Ideal,purple,VVS2,6.95,6.91,4.32,12958,Spinel
06/01/2019,1.51,Very Good,Pink,VS1,7.28,7.3,4.59,9343,Ruby
06/01/2019,0.54,Ideal,purple,VS2,5.21,5.24,3.25,1662,Spinel
06/01/2019,0.35,Premium,blue,VVS1,4.52,4.56,2.77,1044,Cat's Eye
06/01/2019,0.57,Good,purple,VS2,5.22,5.25,3.29,1642,Zircon
06/01/2019,0.34,Ideal,red,VS2,4.52,4.56,2.76,730,Alexandrite
06/01/2019,0.36,Premium,red,SI2,4.63,4.6,2.81,689,Cat's Eye
06/01/2019,0.24,Very Good,blue,VVS2,3.92,3.95,2.47,478,Sapphire
06/01/2019,0.39,Good,yellow,IF,4.65,4.67,2.96,1213,Zircon
07/01/2019,0.72,Very Good,yellow,VS2,5.69,5.71,3.56,2728,Cat's Eye
07/01/2019,0.71,Ideal,red,SI2,5.79,5.83,3.51,2516,Zircon
07/01/2019,1.0,Premium,purple,SI1,6.32,6.3,3.95,5292,Topaz
07/01/2019,1.21,Fair,blue,SI2,6.62,6.56,4.32,4926,Spinel
07/01/2019,0.3,Very Good,blue,SI2,4.29,4.33,2.66,421,Alexandrite
07/01/2019,0.97,Premium,Green,SI1,6.56,6.48,3.79,3911,Cat's Eye
07/01/2019,0.72,Very Good,White,VS1,5.67,5.71,3.64,2066,Topaz
07/01/2019,0.32,Ideal,red,SI2,4.4,4.38,2.71,612,Zircon
07/01/2019,1.68,Good,blue,I1,7.44,7.48,4.8,5765,Topaz
07/01/2019,1.04,Very Good,yellow,IF,6.47,6.6,4.03,8225,Spinel
07/01/2019,1.15,Ideal,Pink,VS1,6.76,6.67,4.18,5626,Cat's Eye
07/01/2019,0.33,Ideal,yellow,VS2,4.45,4.49,2.75,604,Alexandrite
07/01/2019,1.23,Very Good,Green,VS2,6.84,6.86,4.22,6459,Sapphire
07/01/2019,1.1,Very Good,Pink,SI1,6.54,6.58,4.11,4356,Cat's Eye
07/01/2019,0.39,Very Good,purple,VS2,4.61,4.65,2.89,821,Sapphire
07/01/2019,1.03,Ideal,yellow,SI1,6.47,6.52,4.05,4679,Spinel
07/01/2019,0.3,Very Good,blue,SI1,4.3,4.27,2.71,675,Topaz
07/01/2019,0.48,Ideal,yellow,SI2,5.04,5.06,3.13,841,Alexandrite
07/01/2019,0.32,Ideal,Pink,VVS2,4.36,4.39,2.71,567,Spinel
07/01/2019,0.57,Very Good,Green,VVS2,5.32,5.35,3.31,1726,Alexandrite
08/01/2019,0.52,Premium,red,SI1,5.2,5.16,3.25,1605,Alexandrite
08/01/2019,0.32,Ideal,Green,IF,4.39,4.42,2.73,814,Spinel
08/01/2019,0.32,Ideal,red,SI1,4.42,4.38,2.73,756,Sapphire
08/01/2019,0.6,Ideal,blue,SI1,5.49,5.44,3.35,1890,Spinel
08/01/2019,1.01,Good,purple,SI2,6.28,6.38,4.03,4166,Zircon
08/01/2019,0.47,Very Good,purple,SI1,4.98,4.94,3.14,1086,Zircon
08/01/2019,0.4,Ideal,blue,VVS1,4.7,4.73,2.95,1333,Alexandrite
08/01/2019,1.24,Ideal,yellow,VS2,6.95,6.89,4.31,8799,Cat's Eye
08/01/2019,1.07,Ideal,blue,VVS2,6.61,6.55,4.06,10288,Sapphire
08/01/2019,0.51,Very Good,Green,VS1,5.1,5.13,3.18,1628,Zircon
08/01/2019,0.4,Very Good,White,VS1,4.69,4.72,2.92,606,Sapphire
08/01/2019,1.24,Premium,red,SI1,6.82,6.86,4.27,7351,Sapphire
08/01/2019,0.32,Ideal,blue,SI1,4.4,4.42,2.74,532,Spinel
08/01/2019,0.55,Very Good,purple,VS1,5.28,5.33,3.25,1975,Cat's Eye
08/01/2019,0.39,Ideal,Green,VVS2,4.68,4.7,2.91,794,Cat's Eye
08/01/2019,0.41,Very Good,blue,SI1,4.74,4.72,2.99,1015,Ruby
08/01/2019,0.38,Ideal,purple,VVS1,4.66,4.7,2.92,1096,Spinel
08/01/2019,0.41,Good,White,IF,4.72,4.75,3.01,827,Zircon
08/01/2019,1.5,Premium,red,VS2,7.37,7.3,4.53,15240,Zircon
08/01/2019,0.9,Very Good,Green,VS1,6.15,6.2,3.87,3964,Zircon
09/01/2019,1.51,Ideal,yellow,VS2,7.43,7.39,4.58,12626,Zircon
09/01/2019,0.7,Good,White,VVS2,5.57,5.63,3.6,1922,Topaz
09/01/2019,1.12,Premium,yellow,VS1,6.87,6.84,4.0,7338,Ruby
09/01/2019,0.33,Premium,yellow,VS1,4.41,4.45,2.76,666,Sapphire
09/01/2019,1.6,Ideal,purple,VS2,7.65,7.59,4.58,13853,Topaz
09/01/2019,0.32,Premium,blue,IF,4.39,4.38,2.7,1170,Sapphire
09/01/2019,1.3,Ideal,yellow,VVS2,6.97,7.02,4.36,11633,Topaz
09/01/2019,1.21,Good,Green,VS1,6.88,6.84,4.08,6871,Zircon
09/01/2019,2.01,Premium,yellow,SI2,8.21,8.15,4.89,15977,Spinel
09/01/2019,0.42,Ideal,red,SI2,4.82,4.86,2.96,660,Cat's Eye
09/01/2019,0.3,Ideal,yellow,IF,4.3,4.32,2.67,830,Zircon
09/01/2019,0.33,Premium,yellow,VVS1,4.46,4.42,2.73,1040,Spinel
09/01/2019,1.01,Premium,blue,VS2,6.42,6.34,3.96,6425,Ruby
09/01/2019,0.7,Ideal,yellow,VS2,5.68,5.7,3.52,3253,Alexandrite
09/01/2019,1.06,Very Good,red,SI1,6.64,6.71,3.96,6062,Cat's Eye
09/01/2019,1.33,Ideal,Green,SI1,7.04,6.99,4.4,7217,Ruby
09/01/2019,1.22,Ideal,yellow,SI1,6.89,6.81,4.22,6559,Ruby
09/01/2019,0.46,Ideal,Green,SI1,4.97,5.0,3.05,1299,Topaz
09/01/2019,0.44,Very Good,blue,VS1,4.94,5.01,2.97,1090,Sapphire
09/01/2019,0.34,Premium,blue,VS2,4.48,4.51,2.74,745,Zircon
10/01/2019,2.03,Ideal,purple,SI2,8.19,8.14,5.03,18578,Ruby
10/01/2019,0.31,Very Good,Pink,VS1,4.29,4.32,2.71,489,Ruby
10/01/2019,0.29,Ideal,purple,VVS1,4.29,4.32,2.62,669,Alexandrite
10/01/2019,0.3,Very Good,Green,SI1,4.22,4.28,2.66,421,Alexandrite
10/01/2019,0.9,Good,purple,VVS1,6.07,6.02,3.88,6124,Cat's Eye
10/01/2019,0.28,Ideal,blue,VS1,4.2,4.24,2.59,487,Zircon
10/01/2019,0.72,Very Good,White,VS1,5.71,5.73,3.59,2066,Sapphire
10/01/2019,1.5,Ideal,purple,VS2,7.33,7.31,4.53,15584,Zircon
10/01/2019,1.24,Premium,Pink,VS2,6.91,6.87,4.28,5889,Cat's Eye
10/01/2019,0.33,Very Good,blue,VVS2,4.4,4.44,2.75,893,Sapphire
10/01/2019,0.55,Ideal,blue,SI1,5.29,5.26,3.24,1668,Zircon
10/01/2019,1.27,Good,Pink,VS2,6.82,6.87,4.33,5923,Cat's Eye
10/01/2019,0.38,Ideal,blue,VS2,4.67,4.7,2.88,813,Cat's Eye
10/01/2019,0.4,Premium,yellow,VVS2,4.76,4.73,2.93,1050,Zircon
10/01/2019,1.53,Premium,yellow,VVS2,7.34,7.31,4.58,15505,Zircon
10/01/2019,0.31,Ideal,Green,SI1,4.38,4.41,2.68,530,Zircon
10/01/2019,0.34,Ideal,red,I1,4.52,4.5,2.77,530,Topaz
10/01/2019,0.54,Ideal,blue,VS2,5.24,5.26,3.21,1825,Sapphire
10/01/2019,0.34,Ideal,blue,SI1,4.52,4.49,2.78,765,Ruby
10/01/2019,0.35,Ideal,Pink,SI1,4.51,4.56,2.78,472,Spinel
11/01/2019,0.89,Good,purple,SI1,6.12,6.01,3.9,3663,Sapphire
11/01/2019,1.04,Ideal,blue,SI2,6.5,6.56,4.01,4804,Alexandrite
11/01/2019,0.7,Ideal,purple,SI1,5.74,5.76,3.52,3119,Sapphire
11/01/2019,0.39,Very Good,White,VVS1,4.85,4.9,2.82,767,Topaz
11/01/2019,0.85,Ideal,yellow,SI1,6.04,6.09,3.77,3670,Ruby
11/01/2019,0.77,Premium,blue,SI1,5.94,5.88,3.6,2896,Zircon
11/01/2019,1.53,Premium,Green,VS2,7.6,7.57,4.71,11087,Spinel
11/01/2019,0.24,Ideal,purple,VS1,3.99,4.02,2.51,572,Alexandrite
11/01/2019,1.4,Premium,Green,SI1,7.21,7.12,4.45,8133,Zircon
11/01/2019,1.04,Ideal,yellow,VVS2,6.5,6.51,4.04,8012,Ruby
11/01/2019,2.0,Very Good,Pink,VS2,8.17,8.2,4.8,15923,Topaz
11/01/2019,0.7,Good,Green,VS2,5.75,5.8,3.45,2347,Zircon
11/01/2019,0.58,Premium,blue,VS1,5.39,5.35,3.32,2192,Cat's Eye
11/01/2019,0.31,Ideal,red,VS2,4.39,4.37,2.68,942,Ruby
11/01/2019,1.33,Ideal,White,VS1,7.11,7.08,4.35,6118,Ruby
11/01/2019,0.38,Ideal,blue,VVS1,4.66,4.67,2.89,1245,Zircon
11/01/2019,1.03,Premium,blue,SI2,6.47,6.42,3.98,4845,Ruby
11/01/2019,0.33,Ideal,Pink,VS1,4.46,4.41,2.73,668,Sapphire
11/01/2019,0.9,Good,yellow,SI2,6.02,6.05,3.85,3303,Zircon
11/01/2019,0.3,Ideal,yellow,VVS1,4.35,4.36,2.7,764,Ruby
12/01/2019,0.54,Very Good,red,SI1,5.21,5.23,3.24,1662,Topaz
12/01/2019,0.42,Very Good,Pink,SI1,4.76,4.72,3.01,829,Topaz
12/01/2019,0.52,Good,purple,VS1,5.22,5.17,3.17,1419,Sapphire
12/01/2019,0.42,Ideal,red,VS2,4.8,4.83,2.99,1031,Alexandrite
12/01/2019,0.92,Ideal,Green,VS2,6.21,6.27,3.88,4568,Sapphire
12/01/2019,0.31,Ideal,yellow,VVS1,4.38,4.34,2.69,1046,Zircon
12/01/2019,0.32,Premium,Pink,VVS2,4.43,4.4,2.68,720,Topaz
12/01/2019,0.4,Ideal,blue,VS1,4.67,4.71,2.93,947,Alexandrite
12/01/2019,0.3,Very Good,yellow,VVS1,4.34,4.37,2.67,691,Sapphire
12/01/2019,2.31,Premium,White,VS1,8.55,8.43,5.29,17451,Sapphire
12/01/2019,1.02,Premium,yellow,VVS1,6.39,6.36,3.96,8005,Zircon
12/01/2019,1.06,Premium,purple,SI1,6.73,6.69,3.92,5535,Sapphire
12/01/2019,0.31,Very Good,yellow,VVS2,4.4,4.44,2.65,707,Zircon
12/01/2019,0.9,Ideal,yellow,SI1,6.16,6.23,3.88,3841,Spinel
12/01/2019,0.34,Ideal,yellow,VVS2,4.48,4.44,2.76,995,Zircon
12/01/2019,0.5,Ideal,blue,SI1,5.06,5.12,3.17,1410,Cat's Eye
12/01/2019,0.32,Ideal,yellow,VVS1,4.46,4.48,2.73,796,Topaz
12/01/2019,2.02,Very Good,White,SI2,7.94,8.02,5.07,11475,Cat's Eye
12/01/2019,1.51,Very Good,purple,VS2,7.2,7.24,4.6,13012,Alexandrite
12/01/2019,1.65,Premium,yellow,SI1,7.66,7.62,4.66,11864,Alexandrite
13/01/2019,1.21,Ideal,purple,VS2,6.81,6.74,4.24,6261,Spinel
13/01/2019,1.5,Very Good,blue,SI2,7.22,7.3,4.55,8167,Alexandrite
13/01/2019,1.61,Very Good,Green,VS2,7.64,7.74,4.57,11627,Zircon
13/01/2019,0.4,Ideal,Pink,VVS2,4.76,4.79,2.93,1240,Sapphire
13/01/2019,1.43,Ideal,Green,VVS2,7.25,7.29,4.48,10129,Sapphire
13/01/2019,1.25,Very Good,Green,SI2,6.73,6.65,4.25,4060,Sapphire
13/01/2019,0.32,Ideal,yellow,VS1,4.38,4.42,2.71,645,Cat's Eye
13/01/2019,1.03,Premium,Green,VS2,6.51,6.44,3.99,5364,Zircon
13/01/2019,0.57,Premium,blue,SI2,5.35,5.31,3.26,1414,Ruby
13/01/2019,0.54,Ideal,red,VVS2,5.3,5.34,3.26,2897,Ruby
13/01/2019,1.23,Very Good,Pink,SI1,6.9,6.94,4.19,5763,Topaz
13/01/2019,1.03,Ideal,purple,SI2,6.49,6.46,4.0,4454,Sapphire
13/01/2019,1.06,Ideal,red,VVS2,6.58,6.59,4.02,11209,Topaz
13/01/2019,0.26,Ideal,purple,VS2,4.06,4.12,2.54,453,Alexandrite
13/01/2019,0.65,Very Good,yellow,VVS2,5.51,5.61,3.41,2178,Sapphire
13/01/2019,0.38,Ideal,blue,VVS2,4.66,4.69,2.89,1073,Cat's Eye
13/01/2019,0.3,Ideal,yellow,VS2,4.33,4.35,2.69,545,Alexandrite
13/01/2019,1.73,Premium,Pink,SI2,7.64,7.54,4.64,7270,Cat's Eye
13/01/2019,0.37,Ideal,Pink,VS2,4.62,4.66,2.84,603,Zircon
13/01/2019,1.12,Ideal,yellow,VVS2,6.67,6.69,4.14,8773,Cat's Eye
14/01/2019,0.38,Ideal,yellow,VVS2,4.67,4.71,2.88,929,Cat's Eye
14/01/2019,0.5,Very Good,yellow,SI1,5.06,5.08,3.16,1153,Zircon
14/01/2019,1.4,Ideal,Green,SI1,7.11,7.18,4.46,8075,Zircon
14/01/2019,0.9,Premium,blue,SI2,6.18,6.09,3.84,3599,Topaz
14/01/2019,0.72,Premium,red,VS1,5.76,5.69,3.59,3601,Spinel
14/01/2019,1.54,Ideal,White,VS1,7.34,7.38,4.58,8848,Ruby
14/01/2019,0.32,Very Good,blue,SI1,4.39,4.42,2.66,524,Topaz
14/01/2019,2.17,Premium,purple,I1,8.43,8.35,5.09,9078,Cat's Eye
14/01/2019,1.52,Premium,purple,SI1,7.27,7.36,4.58,11637,Zircon
14/01/2019,0.41,Ideal,Green,VS2,4.78,4.81,2.95,743,Zircon
14/01/2019,0.9,Very Good,yellow,IF,6.18,6.09,3.87,5670,Spinel
14/01/2019,0.36,Premium,red,SI1,4.64,4.6,2.79,851,Sapphire
14/01/2019,1.51,Very Good,Pink,IF,7.3,7.33,4.55,12291,Sapphire
14/01/2019,0.31,Premium,purple,VVS1,4.35,4.33,2.68,959,Sapphire
14/01/2019,0.4,Ideal,Pink,VVS2,4.74,4.77,2.95,807,Zircon
14/01/2019,1.04,Premium,purple,SI1,6.48,6.44,4.02,5300,Topaz
14/01/2019,0.6,Ideal,Pink,VVS1,5.39,5.43,3.35,1715,Sapphire
14/01/2019,0.3,Ideal,purple,SI1,4.28,4.31,2.68,499,Zircon
14/01/2019,0.5,Very Good,Green,VS1,5.02,5.05,3.17,1410,Spinel
14/01/2019,1.5,Ideal,yellow,SI1,7.38,7.41,4.51,12009,Zircon
15/01/2019,1.07,Ideal,yellow,SI1,6.7,6.59,4.0,5453,Sapphire
15/01/2019,0.73,Ideal,yellow,VVS1,5.77,5.8,3.57,4182,Cat's Eye
15/01/2019,1.75,Very Good,red,SI2,7.78,7.83,4.74,12012,Topaz
15/01/2019,0.36,Very Good,blue,SI1,4.56,4.59,2.78,631,Topaz
15/01/2019,0.32,Premium,purple,VS2,4.42,4.39,2.71,828,Ruby
15/01/2019,0.32,Premium,red,VS2,4.39,4.36,2.75,842,Sapphire
